item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q51077672,Q51077672,
http://www.wikidata.org/entity/Q51078362,Q51078362,
http://www.wikidata.org/entity/Q51079076,Q51079076,
http://www.wikidata.org/entity/Q50940853,school director,
http://www.wikidata.org/entity/Q50326480,Zionist activist,
http://www.wikidata.org/entity/Q51085009,scenic designer,
http://www.wikidata.org/entity/Q49604313,Heilig-Blut-Reiter,"bearer of the Holy Blood reliquary during the Blutritt equestrian procession in Weingarten, Germany"
http://www.wikidata.org/entity/Q48730703,Paharnic,
http://www.wikidata.org/entity/Q50214236,Australian rules football coach,
http://www.wikidata.org/entity/Q50995749,sportsperson,person involved in a sports community
http://www.wikidata.org/entity/Q48344369,desnuda,"a seminude, topless female performer covered in body paint who poses for photos in exchange for tips in the pedestrian plaza of New York City's Time Square"
http://www.wikidata.org/entity/Q50996908,storekeeper,
http://www.wikidata.org/entity/Q47492833,civil libertarian,
http://www.wikidata.org/entity/Q50824723,arenero,
http://www.wikidata.org/entity/Q50385413,tobacco manufacturer,occupation
http://www.wikidata.org/entity/Q48837076,Bravi,kind of soldier in 16th/17th century Italy
http://www.wikidata.org/entity/Q50118159,postal official,non specific post office worker
http://www.wikidata.org/entity/Q50178397,Makedonomachos,
http://www.wikidata.org/entity/Q50280805,machinima maker,person who makes machinima videos
http://www.wikidata.org/entity/Q47801802,ball boy,in tennis
http://www.wikidata.org/entity/Q47670178,arctic explorer,
http://www.wikidata.org/entity/Q47796473,sovietologist,
http://www.wikidata.org/entity/Q47429760,witch or warlock,practitioner of witchcraft
http://www.wikidata.org/entity/Q49904510,player of jeu de paume,
http://www.wikidata.org/entity/Q50359779,ukrainianist,
http://www.wikidata.org/entity/Q48705382,syndicalist,"person who promotes syndicalism, an economic system"
http://www.wikidata.org/entity/Q47460295,brigadir,
http://www.wikidata.org/entity/Q47511341,anarcha-feminist,
http://www.wikidata.org/entity/Q50916064,popular educator,person working with or engaged in popular education
http://www.wikidata.org/entity/Q50279140,Twitch streamer,person who streams video on Twitch
http://www.wikidata.org/entity/Q51073244,clerical assistant,occupation and position
http://www.wikidata.org/entity/Q47456870,natural historian,
http://www.wikidata.org/entity/Q47143640,gymnastics theoretician,
http://www.wikidata.org/entity/Q47454185,game show contestant,person who is known as winner of a game show
http://www.wikidata.org/entity/Q50236774,Horse Stunt Performer,stunt performer who specialises in horses
http://www.wikidata.org/entity/Q51099445,textile researcher,
http://www.wikidata.org/entity/Q48995125,amateur tennis player,
http://www.wikidata.org/entity/Q47227062,agitator,"person who tries to involve people in political protests, activities, strikes, and troubles"
http://www.wikidata.org/entity/Q51095427,textile historian,person who studies the origin and development of textiles and textile-based materials over time
http://www.wikidata.org/entity/Q51120656,aid worker,occupation
http://www.wikidata.org/entity/Q55579885,Officer in the archipelago fleet,
http://www.wikidata.org/entity/Q55155641,VTuber,YouTubers that use digital avatars
http://www.wikidata.org/entity/Q54905468,antiquities collector,someone who collects antiquities
http://www.wikidata.org/entity/Q54935442,string arranger,music arranger who creates string arrangements
http://www.wikidata.org/entity/Q55986349,enduro rider,participant in the sport of enduro
http://www.wikidata.org/entity/Q51647820,trendsetter,person who creates or expands a fashion trend by adopting a product or style
http://www.wikidata.org/entity/Q53362603,Elefenist,person speaking or using the international language Elefen
http://www.wikidata.org/entity/Q54855620,transcriber,one who contributes to a resource by changing it from one system of notation to another
http://www.wikidata.org/entity/Q51875759,Budtender,someone who works within a dispensary or store where medical or recreational cannabis is sold
http://www.wikidata.org/entity/Q52231239,medieval archaeologist,archaeologist specialising in the material remains of the Middle Ages
http://www.wikidata.org/entity/Q51715519,TV cook,demonstration cook
http://www.wikidata.org/entity/Q55414535,spammer,a person sending spam
http://www.wikidata.org/entity/Q52553554,hymnologist,scholar of hymns
http://www.wikidata.org/entity/Q55389920,aulete,antique flute player
http://www.wikidata.org/entity/Q55645123,health care provider,any person or organization who is licensed to supply health care
http://www.wikidata.org/entity/Q55020125,bullfighting poster artist,occupation
http://www.wikidata.org/entity/Q52169820,burglar,criminal who trespasses to steal things from people
http://www.wikidata.org/entity/Q51397277,tocaor,flamenco guitar player
http://www.wikidata.org/entity/Q51127844,Q51127844,
http://www.wikidata.org/entity/Q51152092,Q51152092,
http://www.wikidata.org/entity/Q51158355,Q51158355,
http://www.wikidata.org/entity/Q51167615,Q51167615,
http://www.wikidata.org/entity/Q51170483,Q51170483,
http://www.wikidata.org/entity/Q51190474,Q51190474,
http://www.wikidata.org/entity/Q51197387,Q51197387,
http://www.wikidata.org/entity/Q51215042,Q51215042,
http://www.wikidata.org/entity/Q51215429,Q51215429,
http://www.wikidata.org/entity/Q51223501,Q51223501,
http://www.wikidata.org/entity/Q51265155,Q51265155,
http://www.wikidata.org/entity/Q51315450,Q51315450,
http://www.wikidata.org/entity/Q51366479,Q51366479,
http://www.wikidata.org/entity/Q51371044,Q51371044,
http://www.wikidata.org/entity/Q51447487,Q51447487,
http://www.wikidata.org/entity/Q51523928,Q51523928,
http://www.wikidata.org/entity/Q51540862,Q51540862,
http://www.wikidata.org/entity/Q51683553,Q51683553,
http://www.wikidata.org/entity/Q51745329,Q51745329,
http://www.wikidata.org/entity/Q51845253,Q51845253,
http://www.wikidata.org/entity/Q51852960,Q51852960,
http://www.wikidata.org/entity/Q51914344,Q51914344,
http://www.wikidata.org/entity/Q51953422,Q51953422,
http://www.wikidata.org/entity/Q52008294,Q52008294,
http://www.wikidata.org/entity/Q52084254,Q52084254,
http://www.wikidata.org/entity/Q52145133,Q52145133,
http://www.wikidata.org/entity/Q52158870,Q52158870,
http://www.wikidata.org/entity/Q52211146,Q52211146,
http://www.wikidata.org/entity/Q52692271,Q52692271,
http://www.wikidata.org/entity/Q53299686,Q53299686,
http://www.wikidata.org/entity/Q53376043,Q53376043,
http://www.wikidata.org/entity/Q53614547,Q53614547,
http://www.wikidata.org/entity/Q54844699,harmonium player,musician who plays reed organ
http://www.wikidata.org/entity/Q54086432,Q54086432,
http://www.wikidata.org/entity/Q54487116,Q54487116,
http://www.wikidata.org/entity/Q54816975,Q54816975,
http://www.wikidata.org/entity/Q55064843,Q55064843,
http://www.wikidata.org/entity/Q55067937,Q55067937,
http://www.wikidata.org/entity/Q55092218,Q55092218,
http://www.wikidata.org/entity/Q55754031,committee member,person or organization with membership of a committee
http://www.wikidata.org/entity/Q55775878,Q55775878,
http://www.wikidata.org/entity/Q55652056,diamond dealer,
http://www.wikidata.org/entity/Q55383113,cave diver,
http://www.wikidata.org/entity/Q51197159,bureau engineer,
http://www.wikidata.org/entity/Q51228702,seminar teacher,
http://www.wikidata.org/entity/Q51954026,beta tester,
http://www.wikidata.org/entity/Q55590647,aviation historian,
http://www.wikidata.org/entity/Q53457571,Zionist leader,
http://www.wikidata.org/entity/Q56073161,origamist,person practicing origami
http://www.wikidata.org/entity/Q56085676,leading researcher,title or position in some institutes (e.g. in Russia)
http://www.wikidata.org/entity/Q55637423,warlock,Male practitioner of magic
http://www.wikidata.org/entity/Q52558144,criminal sniper,
http://www.wikidata.org/entity/Q52725849,beachgoer,person engaged in recreational activity at a beach
http://www.wikidata.org/entity/Q54824003,suicidologist,
http://www.wikidata.org/entity/Q55614457,Information officer,
http://www.wikidata.org/entity/Q52107355,folklore collector,collector of folklore
http://www.wikidata.org/entity/Q51167455,female supporter of women's right to vote,
http://www.wikidata.org/entity/Q51881760,race theorist,
http://www.wikidata.org/entity/Q51374880,"cantaor, cantaora","flamenco singer (male, female)"
http://www.wikidata.org/entity/Q55500912,Argive vase-painter,
http://www.wikidata.org/entity/Q56164819,radiosportsperson,
http://www.wikidata.org/entity/Q56027890,political staffer,person who supports a political candidate or an elected official
http://www.wikidata.org/entity/Q53834886,woman human rights defender,woman who defends human rights or people who defend women's rights
http://www.wikidata.org/entity/Q53869196,folk dancer,person who performs folk dances
http://www.wikidata.org/entity/Q53614577,sloyd teacher,
http://www.wikidata.org/entity/Q55296227,baseball player-managers,player-manager/playing manager: a manager who is also an active player on the team; no longer as prevalent as they were in pre-WWII baseball
http://www.wikidata.org/entity/Q55176871,betrayer,someone who betrays
http://www.wikidata.org/entity/Q54402883,messenger,person or thing that carries a message
http://www.wikidata.org/entity/Q55621107,lived experience,
http://www.wikidata.org/entity/Q55983771,assassin,someone who intentionally kills a public or political figure
http://www.wikidata.org/entity/Q51869151,lord of Oultrejourdain,
http://www.wikidata.org/entity/Q52181037,neighborhood activist,
http://www.wikidata.org/entity/Q52688389,animal actor,animal which has performed in film or television
http://www.wikidata.org/entity/Q55383242,technical diver,
http://www.wikidata.org/entity/Q51174991,church writer,
http://www.wikidata.org/entity/Q51679083,sitarist,musician who plays the sitar
http://www.wikidata.org/entity/Q55833688,Jewish land purcher (land of Israel),Jewish land purcher in the land of Israel
http://www.wikidata.org/entity/Q53996617,renæssance archaeologist,
http://www.wikidata.org/entity/Q54819841,abridger,one who shortens or condenses an original work
http://www.wikidata.org/entity/Q52008309,competition judge,person who is a member of a jury in a competition
http://www.wikidata.org/entity/Q54819848,art copyist,someone who makes copies of works of visual art
http://www.wikidata.org/entity/Q56232598,paintball player,person playing paintball
http://www.wikidata.org/entity/Q57414145,online streamer,person who streams activities on their computer to a live online audience
http://www.wikidata.org/entity/Q56604560,wood working profession,group of professions involving working with wood
http://www.wikidata.org/entity/Q60118864,reality television program judge,person who participates in a reality show as a  competition judge or mentor
http://www.wikidata.org/entity/Q56299314,councillor,Norwegian municipal administrator
http://www.wikidata.org/entity/Q61713047,tarotologist,occupation
http://www.wikidata.org/entity/Q56285767,computer engineer,profession
http://www.wikidata.org/entity/Q58939213,pathostreamer,"type of online streamer focused on pathological behaviors, like cruelty, bullying, and violence"
http://www.wikidata.org/entity/Q61048378,climate activist,person who is intensively and perceptibly committed to preventing harmful climate change
http://www.wikidata.org/entity/Q59616954,freelance writer,"self-employed person who writes articles, ad copy, or technical documents on contract"
http://www.wikidata.org/entity/Q61857538,disability rights activist,activist or advocate for the civil rights of people with disabilities
http://www.wikidata.org/entity/Q60227491,interrogator,"police, military, or intelligence staff who interviews a suspect to elicit useful information"
http://www.wikidata.org/entity/Q57749966,beach handball player,sportsperson who plays beach handball
http://www.wikidata.org/entity/Q56651102,cotton planter,occupation; person who cultivates cotton plants
